Thumb,Index,Middle,Ring,Pinky,GyroX,GyroY,GyroZ,AccelX,AccelY,AccelZ,Gesture
123,140,135,124,135,-0.01634065,0.01817324,-0.00229074,-1.05523477,1.61395884,4.54157729,0
123,140,135,123,135,0.00320704,0.01740966,-0.00809396,-1.06360965,1.67856505,4.53798806,0
123,140,135,123,135,-0.01939497,0.01298089,0.0018326,-1.1006984,1.60199473,4.56071988,0
123,140,135,123,135,-0.043066,0.02122757,-0.01557706,-1.06241323,1.66660094,4.48534596,0
123,140,135,124,135,-0.07055494,0.03252857,-0.05757405,-1.08753787,1.65224401,4.47218544,0
123,140,135,124,135,-0.12996158,0.03726278,-0.0346666,-1.1545369,1.62113731,4.53080959,0
123,140,135,123,134,-0.0589485,0.00595594,-0.00778853,-1.08394864,1.58285215,4.54516653,0
123,140,135,123,134,-0.04581489,0.01893682,-0.02092213,-1.07078811,1.62472655,4.51884548,0
123,140,135,123,134,-0.07788532,0.02107485,-0.03008511,-1.07198452,1.61515525,4.53080959,0
123,140,135,124,133,-0.13652838,0.0280998,-0.02290745,-1.07318094,1.51226388,4.60498709,0
123,140,135,123,131,-0.04642576,0.00824668,-0.0290161,-1.06839529,1.54695981,4.59900504,0
123,140,134,123,131,-0.02351831,0.02000584,-0.03512475,-1.0803594,1.54217417,4.53918447,0
123,140,134,123,131,-0.03512475,0.01572978,-0.02794708,-1.10548404,1.52303158,4.56909475,0
123,140,134,123,129,0.00687223,0.02367103,-0.01267545,-1.09232352,1.5672988,4.51525625,0
123,140,134,123,130,-0.01099557,0.01007928,-0.01328632,-1.13060868,1.50149618,4.60259427,0
123,140,133,123,130,0.04199699,0.01786781,0.01435533,-1.08394864,1.54815622,4.50089931,0
123,140,133,123,129,0.0514654,0.0122173,-0.00259618,-1.09591275,1.59122703,4.532006,0
123,140,132,122,129,0.05910121,0.0056505,-0.00534507,-1.12462662,1.52303158,4.67318254,0
123,140,132,122,128,0.20998493,0.00106901,0.03512475,-1.08634146,1.62592296,4.54277371,0
123,141,132,122,128,0.2012801,0.01908954,0.01527163,-0.97268239,1.70129687,4.37527612,0
123,140,131,121,127,0.07895433,-0.00702495,-0.07406741,-1.01575319,1.63310142,4.77846673,0
123,140,130,121,127,0.38224892,-0.16584991,-0.05238169,-1.17607231,1.5672988,4.36091919,0
123,140,130,121,126,0.01237002,0.04764749,-0.01985312,-0.9954142,1.79102772,4.35015149,0
