Thumb,Index,Middle,Ring,Pinky,GyroX,GyroY,GyroZ,AccelX,AccelY,AccelZ,Gesture
119,136,130,119,129,0.0992656,-0.03894266,-0.06658431,-0.95114698,1.25383904,4.74855645,0
119,136,130,119,129,0.02916882,-0.09101892,-0.02916882,-0.62093746,1.24666057,4.64446867,0
119,136,130,119,129,0.05787948,0.01237002,-0.02947425,-0.74775706,1.04925271,4.75453851,0
119,136,130,119,129,0.08827003,0.00335976,-0.06643159,-0.81116686,1.23469646,4.68036101,0
119,136,130,119,129,0.00763582,-0.02107485,-0.05543602,-0.65802621,1.18803642,4.71864617,0
119,136,130,119,129,0.03344487,0.04596761,-0.05513059,-0.72143601,1.08275223,4.76530621,0
119,136,130,119,129,0.0702495,-0.02565634,-0.06887506,-0.68434726,1.00378908,4.84426935,0
119,136,130,119,129,0.09239337,-0.01343904,-0.12385293,-0.82313097,1.14975126,4.83709089,0
119,136,130,119,129,0.05009095,-0.10965031,-0.15347989,-0.70588267,1.26101751,4.55832705,0
119,136,130,119,129,-0.0197004,-0.08063421,-0.1479821,-0.31465617,1.32083808,4.33938379,0
119,136,130,119,129,-0.04062254,0.06627888,-0.13271047,-0.57427742,1.27537445,4.49132802,0
119,136,130,119,129,-0.03772093,0.1976149,-0.15088371,-0.91405823,1.31724884,4.69830718,0
119,136,130,119,128,-0.04627304,0.12904528,-0.12018774,-0.94037928,1.20239336,4.81316266,0
119,136,130,119,129,0.01725694,0.08643743,-0.08582657,-0.89611206,1.34715912,4.80359137,0
119,136,130,119,129,0.01389718,0.15592335,-0.08292496,-0.97268239,1.29690985,5.07398032,0
119,136,130,119,129,-0.01084286,-0.0009163,-0.09529498,-1.25742828,1.15214408,4.97707101,0
119,136,130,119,129,0.02977968,-0.19013181,0.02367103,-0.81236327,1.21076824,4.7330031,0
119,136,130,119,129,0.08155051,-0.15317446,0.08246681,-0.54556355,1.43688997,4.47697108,0
119,136,130,119,128,-0.07819075,-0.06627888,0.03787364,-0.44147577,1.27178521,4.52004189,0
119,136,130,119,129,-0.02382374,0.02657264,0.08155051,-0.64486569,1.23230364,4.67318254,0
119,136,130,119,129,0.08536842,0.03726278,0.07712174,-0.60179488,1.29332062,4.71744976,0
119,136,130,119,129,0.05314528,0.02764165,-0.05360342,-0.62572311,1.32442731,4.68753947,0
