Thumb,Index,Middle,Ring,Pinky,GyroX,GyroY,GyroZ,AccelX,AccelY,AccelZ,Gesture
123,140,133,122,129,-0.10033462,0.03817908,-0.03130684,-1.05523477,1.67736864,4.54755935,0
123,140,134,122,129,-0.04291328,0.04321872,-0.08170323,-1.00498549,1.74317126,4.48534596,0
123,140,134,122,130,-0.10735957,0.03008511,-0.05207626,-1.11744815,1.6199409,4.60737992,0
123,140,134,123,131,0.01206459,0.02321288,0.00137445,-1.08634146,1.7467605,4.46500697,0
123,140,135,123,132,-0.06704246,0.0299324,-0.01725694,-1.07437735,1.70608251,4.48295314,0
123,140,135,123,133,-0.08689558,0.021533,-0.01450805,-1.06839529,1.61515525,4.57986246,0
123,140,135,123,133,0.04841107,0.02321288,-0.01206459,-1.0695917,1.70010046,4.41715052,0
123,140,135,123,134,-0.0140499,0.01634065,-0.0140499,-1.06121682,1.68095788,4.51405983,0
123,140,135,123,134,-0.04749477,0.02199115,-0.01328632,-1.06241323,1.61036961,4.57866605,0
123,140,135,123,135,0.00687223,0.02687807,-0.01282817,-1.05523477,1.67856505,4.48175673,0
123,140,135,123,136,-0.06032294,0.02504547,-0.0158825,-1.0803594,1.6307086,4.55114859,0
123,140,135,123,136,-0.03497203,0.01863139,-0.0074831,-1.04685989,1.64985118,4.53798806,0
123,140,135,123,136,-0.03069598,0.02306016,-0.01175916,-1.08634146,1.64745836,4.50568496,0
123,140,135,123,136,-0.06032294,0.02916882,-0.01389718,-1.08634146,1.64267271,4.56550552,0
123,140,135,123,136,0.00946841,0.00809396,-0.00412334,-1.08394864,1.64745836,4.52482754,0
123,140,136,123,136,0.02092213,0.02580906,-0.0065668,-1.08634146,1.64267271,4.51286342,0
123,140,135,123,136,-0.01863139,0.01756238,-0.01450805,-1.07557376,1.63190501,4.54755935,0
123,140,135,123,136,-0.0224493,0.01771509,-0.01282817,-1.06719888,1.65224401,4.49731008,0
123,140,136,123,135,-0.06230825,0.01328632,-0.01038471,-1.06480606,1.58524497,4.55473782,0
123,140,135,123,135,0.00962113,0.00946841,-0.02138028,-1.02173525,1.60797679,4.58823734,0
123,140,135,123,135,0.0374155,0.03420845,-0.04688391,-1.10787686,1.75274255,4.40159717,0
123,140,135,123,134,-0.08750645,0.0206167,-0.03481932,-1.11744815,1.5984055,4.62412967,0
123,140,136,123,134,0.02489276,0.0355829,-0.01908954,-1.06121682,1.62353013,4.52363113,0
123,140,136,123,134,0.00122173,-0.00549779,-0.04367686,-1.10907328,1.71445739,4.5631127,0
123,140,136,123,133,-0.0355829,0.02397646,-0.0009163,-1.08155582,1.61515525,4.47577467,0
123,140,136,123,133,-0.0206167,0.02947425,-0.01359175,-1.08993069,1.63669066,4.49372084,0
123,140,135,123,133,-0.06139196,0.00962113,-0.00931569,-1.07437735,1.63190501,4.50448854,0
123,140,136,123,133,-0.08277224,0.02076942,0.00794125,-1.10668045,1.56251316,4.58225528,0
123,140,136,123,133,-0.00442877,0.01603521,0.0412334,-1.03489577,1.58404856,4.56430911,0
123,140,136,123,133,0.03924809,0.02412918,0.00870483,-1.06241323,1.64985118,4.49850649,0
123,140,136,123,133,0.00274889,0.02229658,-0.0074831,-1.08394864,1.56969163,4.5954158,0
123,140,136,123,133,0.09056077,0.03420845,-0.01634065,-1.05643118,1.69292199,4.38724024,0
