Thumb,Index,Middle,Ring,Pinky,GyroX,GyroY,GyroZ,AccelX,AccelY,AccelZ,Gesture
123,140,133,122,133,-0.11636983,0.0271835,-0.02412918,-1.05762759,1.83050929,4.41236487,0
123,140,134,123,135,-0.21212295,0.02748894,-0.01817324,-1.03489577,1.66420812,4.57627322,0
123,140,135,123,136,-0.08246681,0.03985896,-0.01740966,-1.06480606,1.63788707,4.56789834,0
123,140,135,123,136,-0.04046982,0.02428189,-0.01817324,-1.10907328,1.60199473,4.53798806,0
123,140,135,123,137,-0.00962113,0.02183843,-0.01023199,-1.06719888,1.65822606,4.54038088,0
123,140,135,123,137,-0.0299324,0.01450805,-0.00442877,-1.09830557,1.64267271,4.552345,0
123,140,135,123,137,0.02764165,0.01160644,-0.00809396,-1.07318094,1.66540453,4.51764907,0
123,140,135,123,137,0.01007928,0.02138028,-0.00778853,-1.06600247,1.68215429,4.48175673,0
123,140,135,123,137,-0.02138028,0.0149662,-0.01023199,-1.09232352,1.63908348,4.57507681,0
123,140,135,123,136,0.06627888,0.01420262,-0.01618793,-1.05284194,1.60319114,4.57986246,0
123,140,136,123,136,0.12675454,-0.00427606,-0.13637566,-1.07318094,1.71685022,4.33340173,0
123,140,136,123,135,0.04459316,0.02260201,-0.03405574,-1.0480563,1.69770763,4.35852637,0
123,140,136,123,134,0.01740966,-0.03481932,-0.06566801,-1.0480563,1.61874449,4.61216556,0
123,140,136,123,135,0.10506882,-0.03207043,-0.14202617,-1.00498549,1.64745836,4.50688137,0
123,140,136,123,135,0.07315111,-0.02641992,-0.16737708,-1.04207424,1.76111743,4.51286342,0
123,140,136,123,135,0.06627888,0.02260201,-0.09666942,-1.11625174,1.70847534,4.40518641,0
123,140,136,123,135,0.05039638,0.01420262,-0.10277808,-1.22033953,1.79820618,4.42791822,0
123,140,136,123,134,-0.02580906,-0.05849035,-0.05818491,-0.62333029,1.74077844,4.7856452,0
123,140,136,123,134,-0.20204368,0.46975537,-0.0777326,-1.0803594,1.70967175,4.2879381,0
123,140,136,123,134,-0.33261612,0.50197851,-0.00962113,-1.24426775,1.65344042,4.25563499,0
123,140,136,123,134,0.12538009,0.00763582,0.06826419,-1.22632158,1.41296175,4.46979262,0
123,140,136,123,132,0.19868392,-0.29016099,-0.0786489,-1.41056892,1.48115719,3.78065971,0
123,140,136,123,131,-0.02535091,-0.16187929,-0.16065756,-0.65324057,1.21914311,4.39322229,0
123,140,136,123,131,0.29153543,-0.32268956,0.15347989,-0.93439723,1.93459707,4.52722036,0
123,140,136,123,131,0.00045815,-0.0571159,-0.07376198,-0.9631111,1.73240356,4.60020145,0
123,140,136,123,130,-0.16691893,0.31413745,-0.10338894,-1.13539432,1.72522509,4.55832705,0
123,140,135,122,129,-0.14905112,0.11194105,-0.09239337,-1.21435747,1.59361985,4.47098903,0
123,140,133,120,130,0.00381791,-0.08689558,-0.13805554,-1.21196465,1.60558396,4.59182657,0
123,140,133,120,130,0.12889257,-0.10629055,-0.29688051,-1.13898356,1.72642151,4.47218544,0
123,140,132,119,128,0.04688391,0.0,-0.23105978,-1.09112711,1.524228,4.81435907,0
123,140,132,118,129,0.30695978,0.08475755,-0.33673946,-1.25024981,1.65463683,4.59900504,0
123,139,131,118,129,-0.00137445,0.1001819,-0.42332961,-1.24187493,1.63788707,4.38724024,0
123,139,132,118,128,0.05879578,0.07696902,-0.46196684,-1.20837541,1.41535457,4.84666218,0
123,139,131,117,129,0.26526823,0.01328632,-0.3904956,-1.28016009,1.67377941,4.11206564,0
123,139,130,118,129,-0.0702495,0.04474588,-0.34208453,-1.20478618,1.62831578,4.31665197,0
123,139,130,118,127,0.13072516,-0.03313944,-0.11087204,-1.17128666,1.77786719,4.47697108,0
123,140,128,117,129,0.13683381,0.18295414,-0.03069598,-1.29571344,1.56610239,4.46261415,0
123,140,128,117,129,-0.02489276,0.22510384,-0.00809396,-1.37706941,1.47876437,4.39082947,0
123,140,128,117,129,-0.13912456,0.04902194,0.01863139,-1.36989094,1.62951219,4.40877564,0
123,140,128,117,129,-0.0702495,0.11957687,-0.02382374,-1.41056892,1.58285215,4.58345169,0
123,140,128,117,129,-0.27305676,0.27046058,0.12492194,-1.43688997,1.43808638,4.46022133,0
123,140,128,117,129,-0.08994991,0.12003502,0.15210544,-1.4715859,1.61036961,4.20060007,0
123,140,128,117,129,-0.06566801,-0.00503964,0.21044307,-1.29810626,2.04586332,4.78444879,0
123,140,129,117,129,-0.10751228,0.23732115,0.25763241,-1.42612227,1.62711937,4.20060007,0
123,140,129,117,130,0.00610865,0.12996158,0.17760907,-1.31126678,1.58404856,4.29631298,0
124,140,129,118,130,-0.48090366,0.11407908,0.17486017,-1.24187493,1.92382937,4.67916459,0
124,140,129,118,130,-0.07971791,0.16722436,0.20769418,-1.5984055,1.44287203,4.4470608,0
124,140,129,117,129,-0.23335052,0.20265454,0.15042556,-1.57328086,1.45363973,4.49372084,0
124,140,129,117,129,-0.18371772,0.24969117,0.21426098,-1.49790695,1.72163586,4.35732995,0
123,140,129,117,129,-0.14599679,0.2293799,0.2556471,-1.50628183,1.63310142,4.55713064,0
124,139,128,117,129,-0.17088955,0.05207626,0.25595253,-1.30528473,1.86041957,4.57268399,0
124,139,128,117,129,-0.07315111,0.03802636,0.36651914,-1.44167562,1.50029977,4.2987058,0
124,139,128,117,129,-0.10934488,0.10247264,0.37308594,-1.43090791,1.70010046,4.22811753,0
124,138,128,116,129,-0.00473421,-0.06536258,0.34727689,-1.39022993,2.16670086,4.52961318,0
124,138,127,117,129,-0.02794708,0.03634648,0.35277468,-1.36271247,1.69770763,4.80239496,0
123,138,127,117,129,0.04535674,0.11438452,0.41141774,-1.51704953,1.8532411,4.50209572,0
123,137,127,117,129,0.19028452,-0.35201109,0.44837508,-1.09950198,2.33898409,4.4781675,0
123,137,128,117,129,-0.41874812,-0.13026701,0.35048393,-1.37587299,1.4081761,3.9804604,0
123,137,128,117,129,0.01710423,-0.07819075,0.36407568,-1.21196465,1.15932255,4.48654237,0
123,137,128,117,129,0.44501533,0.26710083,0.41569379,-1.01336037,2.03868486,4.15872568,0
123,137,128,117,129,0.00962113,0.50610185,0.51511211,-1.23708928,1.69531481,4.75693133,0
123,137,127,116,129,-0.20952678,0.32375858,0.59910608,-1.53260288,1.46799667,4.41595411,0
123,137,126,117,129,-0.16035213,0.4363105,0.52335879,-1.51346029,1.32203449,4.52004189,0
123,137,126,117,129,-0.03756821,0.36041049,0.29107729,-1.58285215,1.51346029,4.54636294,0
123,137,126,117,129,-0.18921551,0.20082195,0.14477506,-1.41415816,1.91425808,4.3728833,0
123,137,126,117,129,0.08949176,0.2200642,0.20341812,-1.64506554,1.99561405,4.67078972,0
123,137,126,117,129,0.24556783,0.08781188,0.14828754,-1.61874449,1.207179,4.13360104,0
123,137,126,117,129,-0.15012013,-0.0768163,-0.0149662,-1.33040937,1.54217417,4.21256419,0
123,137,126,117,129,-0.17195856,0.07513642,-0.10170906,-1.45603255,1.54337058,4.69950359,0
123,137,126,117,127,0.29596421,-0.04382958,-0.16783522,-1.68215429,1.66420812,4.87657246,0
122,136,126,116,127,0.15118915,-0.4082107,-0.13148874,-1.4931213,1.59361985,4.92083968,0
122,136,125,116,128,0.10308351,-0.21716259,-0.12873985,-1.30289191,1.42492586,4.20179649,0
122,136,125,117,128,0.1264491,-0.29474248,-0.38530325,-1.28733856,1.45483614,4.39800794,0
122,135,124,116,127,0.33475415,-0.31917709,-0.29107729,-1.25264263,1.61635167,4.6588256,0
122,134,121,115,127,-0.2209805,0.43004913,-0.36651914,-1.29810626,1.25144622,3.88953314,0
122,132,120,115,129,0.62354069,0.08567385,-0.37446039,-1.38305146,1.39262275,4.51645266,0
122,131,123,117,132,0.42638394,0.36606099,-0.58368174,-0.90089771,1.98125711,4.2879381,0
122,132,127,118,134,-0.05131268,0.01679879,-0.67867128,-1.09710916,1.59361985,4.66121842,0
122,132,129,118,134,-0.53664511,-0.18387044,-0.90973106,-1.93220425,1.6941184,4.58345169,0
122,133,128,117,133,-0.54443364,-0.21533,-0.71746122,-1.35912324,1.61515525,4.25683141,0
122,134,124,116,133,0.13881913,-0.06032294,-0.29749137,-1.40339045,1.70249328,4.1611185,0
122,135,121,117,134,0.50930889,-0.11927144,-0.18264871,-1.45603255,1.77786719,4.24845653,0
122,135,123,117,133,0.10186178,-0.11041389,-0.22861632,-1.47038949,1.82811647,4.60020145,0
