Thumb,Index,Middle,Ring,Pinky,GyroX,GyroY,GyroZ,AccelX,AccelY,AccelZ,Gesture
114,127,121,116,122,-0.1704314,0.12843442,0.10415252,0.45104706,1.80179542,4.79760931,1
114,126,120,114,122,0.01679879,-0.06200282,-0.0636827,0.24047867,2.13679058,4.40877564,1
114,127,121,114,122,0.13652838,-0.13087788,0.00580322,1.00378908,1.81734876,4.45663209,1
114,127,122,115,122,-0.12568552,0.12614367,0.04001167,0.43549371,1.87716933,4.65643278,1
114,127,121,114,122,-0.10384709,0.0786489,0.00641409,0.39720855,2.07577361,4.60259427,1
114,126,120,111,122,-0.04642576,0.0224493,0.04245513,0.65443698,1.82811647,4.37766895,1
114,127,121,114,122,0.00610865,0.07483099,0.02932153,0.40917266,1.99441764,4.53080959,1
114,127,121,115,122,-0.06078109,0.05604689,0.03039055,0.52043892,1.89032985,4.58704092,1
114,127,121,114,122,0.04413501,-0.04337143,-0.03543018,0.44626141,1.94416836,4.48534596,1
114,127,121,114,122,-0.01695151,0.248164,-0.03023783,0.41994037,2.2229322,4.56670193,1
114,127,121,112,122,-0.16646078,0.05757405,0.02947425,0.40319061,1.61036961,4.33220532,1
114,127,121,115,122,0.12965615,-0.18325957,-0.01863139,0.54675996,2.02791715,4.84426935,1
113,127,121,115,122,0.19043724,0.07803803,0.07635815,0.6568298,2.09491619,4.25443858,1
113,127,121,114,122,0.10445796,-0.36010506,0.04459316,0.45822553,2.15712957,4.73061028,1
113,127,121,114,122,-0.20723603,0.29565878,-0.02825252,0.54317073,1.87118727,4.51166701,1
113,127,121,113,122,-0.1516473,0.34697146,0.043066,0.58863436,2.02073869,4.46141774,1
114,127,121,115,122,-0.20295998,0.58719421,-0.0514654,0.23928226,1.99800687,4.5212383,1
114,127,121,115,122,-0.13561208,0.38072176,-0.08750645,0.23090738,1.95015042,4.49252443,1
114,127,121,117,122,-0.05100725,0.1704314,0.02565634,0.50967121,1.84366981,4.48056032,1
114,127,121,115,122,0.01359175,0.09407325,0.04993823,0.23928226,1.91545449,4.44107875,1
114,127,121,115,122,0.00381791,0.0711658,0.00595594,0.148355,2.0219351,4.70668205,1
114,127,121,114,122,-0.06856962,0.16768251,-0.01130101,0.42711883,1.93579348,4.54995217,1
114,127,121,111,122,-0.0786489,0.23457225,0.00305433,0.27637101,1.73240356,4.4470608,1
114,127,121,115,122,-0.04199699,0.14019357,-0.00198531,0.21894327,1.96331094,4.66361125,1
114,127,121,116,122,-0.10613784,0.27595837,0.01099557,0.20458633,1.76949231,4.56191629,1
114,127,121,115,122,0.00045815,0.12614367,0.00167988,0.12083754,1.9058832,4.44825721,1
