Thumb,Index,Middle,Ring,Pinky,GyroX,GyroY,GyroZ,AccelX,AccelY,AccelZ,Gesture
121,135,129,118,132,0.00809396,0.02962696,-0.0337503,-0.16630117,2.41076877,4.32383044,0
121,135,129,118,132,-0.0487165,-0.01924226,-0.10552697,-0.22851456,2.22412861,4.5846481,0
121,135,129,118,132,0.14523321,-0.0140499,-0.03207043,-0.38883367,2.38085849,4.00438862,0
121,135,129,118,132,0.10613784,0.05070181,0.08460484,-0.09451649,2.63689051,4.44107875,0
121,135,129,118,132,-0.19547688,-0.03023783,-0.02764165,-0.1591227,2.02552433,4.67557536,0
121,135,129,118,132,0.12110403,0.0917825,0.00167988,-0.28235307,2.43350058,4.26520628,0
121,135,129,118,132,0.07696902,0.01893682,0.01007928,-0.05982056,2.434697,4.31066991,0
121,135,129,118,132,0.01267545,0.04550946,-0.03527747,-0.24406791,2.3078774,4.38843665,0
121,135,129,118,132,0.06154467,0.03054326,-0.02367103,-0.24885355,2.39880466,4.23409959,0
121,135,128,118,132,0.01634065,0.0795652,0.01817324,-0.08614161,2.53639196,4.13120822,0
121,135,128,118,132,-0.15683965,0.0870483,-0.00946841,-0.28354948,2.17986139,4.55473782,0
121,135,128,118,132,0.07223481,0.04092797,0.00778853,-0.28713871,2.42034006,4.39920435,0
121,135,128,118,132,0.05345071,-0.01359175,-0.00213803,-0.13040883,2.38564413,4.31425915,0
121,135,128,118,132,0.04444045,-0.02168572,-0.00488692,-0.11964113,2.44426829,4.14676157,0
121,135,128,118,132,-0.16920967,-0.00977384,-0.00626137,-0.34337004,2.18584345,4.69471794,0
121,135,128,118,132,0.18478673,-0.11728613,-0.01908954,-0.22492532,2.34616256,4.29511657,0
121,135,128,118,132,-0.01664608,0.09544769,-0.16081027,0.11844472,2.57946276,4.11445846,0
121,135,128,118,132,-0.21303925,0.05177083,-0.08979719,-0.30388847,2.34855538,4.41236487,0
121,135,128,117,131,-0.36193765,0.06658431,-0.08445212,-0.19262222,1.9585253,4.79162726,0
121,135,128,117,132,0.24801129,0.28115073,-0.01038471,-0.35892339,2.57826635,3.77228483,0
121,135,127,117,131,-0.15088371,0.05772677,-0.08552113,-0.22612174,2.46341087,4.61934403,0
121,135,127,117,131,-0.44501533,0.34559701,-0.29504791,-0.69152573,1.97766788,4.47457826,0
121,135,127,117,131,-0.4428773,0.23854288,-0.34605516,-0.3493521,2.50049962,4.52961318,0
121,135,127,117,131,-0.37491854,0.53511795,-0.34468071,-0.77647093,2.04586332,4.97946383,0
121,135,127,117,132,-0.36972619,0.71379603,-0.52732942,-0.61974105,2.23130707,4.67677177,0
121,135,127,117,132,-0.55741453,0.63529985,-0.50701815,-0.74177501,2.23968195,4.36331201,0
121,135,128,117,132,-0.43111814,0.72555519,-0.28084529,-0.51804609,1.67736864,3.7160535,0
121,135,128,117,132,-0.26542095,0.6067419,-0.15668693,-1.0695917,2.08295207,4.53918447,0
121,135,128,117,132,-0.11743884,0.42989641,-0.15897768,-0.58983077,2.01356022,4.44945362,0
121,135,128,118,132,-0.21029036,0.35643987,-0.08216137,-0.89491565,1.66660094,4.04387019,0
121,135,128,118,132,-0.29810224,0.06872234,-0.11178834,-0.91525464,1.92024014,4.28075963,0
121,135,128,118,132,-0.20097466,-0.13988814,0.05222898,-0.85064843,1.97647147,4.6695933,0
121,135,129,118,132,0.05879578,-0.02290745,0.24465153,-1.03489577,1.81854518,4.43988233,0
121,135,129,118,132,0.10155635,0.03497203,0.17531832,-1.11026969,1.6618153,4.19701084,0
121,135,129,118,133,0.12614367,-0.00366519,0.18555032,-0.99661061,1.73958203,4.88853657,0
121,135,129,118,132,0.34605516,0.12767083,0.30680707,-1.01455678,1.4823536,4.62412967,0
121,135,128,118,133,0.35628715,-0.02122757,0.14752396,-0.94396852,2.30668099,3.95892499,0
121,135,128,118,133,0.02977968,-0.33460143,-0.01924226,-0.77048888,2.43110776,4.51286342,0
121,135,128,118,132,-0.22525656,-0.28237246,-0.12476922,-0.97746803,1.68574352,4.78803802,0
121,135,128,118,132,-0.20479257,-0.21853704,-0.17363844,-1.06480606,1.64985118,4.46620338,0
121,134,128,118,133,-0.03451389,-0.22724187,-0.1142318,-0.73698936,1.99681046,4.40279358,0
121,134,128,117,133,0.07574729,-0.11346822,-0.01908954,-0.76091759,1.94297195,4.59421939,0
121,134,128,117,133,0.07101308,-0.19089539,-0.07544186,-0.87098743,2.14636187,4.51884548,0
121,134,128,117,133,-0.04688391,-0.32986723,-0.02489276,-0.69391855,1.89152627,4.56071988,0
121,134,128,117,132,0.11484266,-0.1853976,0.07498371,-0.59940206,1.62831578,4.21495701,0
120,134,126,117,133,0.25014932,-0.3136793,-0.0009163,-0.86021972,2.13559417,4.71386052,0
121,133,126,118,133,0.10522154,-0.34712417,-0.08216137,-0.67357956,2.07218437,4.45423927,0
121,133,127,117,133,-0.17944166,-0.39874228,-0.20570887,-0.64725851,1.95732889,4.51286342,0
120,132,126,117,132,-0.29596421,-0.38347065,-0.38270707,-0.5826523,2.16670086,4.53918447,0
120,132,126,117,132,-0.49083022,-0.44226643,-0.47372599,-0.51804609,1.69770763,4.55114859,0
120,132,126,117,132,-0.33796119,-0.1423316,-0.37629299,-0.33738799,1.56131675,4.56909475,0
120,132,126,117,131,-0.03497203,-0.15683965,-0.34223725,-0.71784678,1.85204469,4.52602395,0
120,132,126,117,131,-0.22418754,-0.18020525,-0.4082107,-0.47736811,1.78026001,4.83350165,0
120,132,126,117,131,0.04321872,-0.00152716,-0.19883664,-0.44626141,1.85683034,4.57507681,0
120,132,126,117,131,0.04031711,-0.02733622,-0.17195856,-0.52522456,1.7682959,4.45663209,0
120,132,125,117,131,-0.17501289,-0.1226312,-0.41370848,-0.49651069,1.86281239,4.90887556,0
120,131,126,117,132,-0.14721852,-0.08231409,-0.39064832,-0.40677984,2.07338078,4.43150746,0
120,131,126,117,132,-0.24755314,-0.09941832,-0.42195516,-0.4977071,1.5876378,4.52841677,0
120,131,125,117,131,-0.20937406,-0.0786489,-0.51083606,-0.67836521,1.89272268,4.57866605,0
