Thumb,Index,Middle,Ring,Pinky,GyroX,GyroY,GyroZ,AccelX,AccelY,AccelZ,Gesture
116,128,121,115,122,-0.17027869,0.06811147,-0.07284568,0.66400827,2.41794724,4.29511657,1
116,128,121,115,122,0.07055494,0.05314528,-0.03497203,0.29192436,2.76969216,4.15154721,1
116,128,122,115,122,-0.0290161,-0.21670444,-0.03481932,0.7944171,2.62014075,4.0546379,1
116,128,122,115,122,0.24236078,-0.09285152,0.0870483,0.80638122,2.66919361,3.99601374,1
116,128,122,115,123,0.06643159,-0.17730364,-0.03527747,0.76331041,2.81156655,4.65643278,1
116,128,121,115,122,-0.05009095,-0.20967949,-0.06475172,1.02771731,2.71824647,4.16470774,1
116,128,121,115,122,0.01939497,-0.18692476,0.0729984,0.5826523,2.7948168,3.86321209,1
116,128,122,115,123,-0.04108069,-0.23823744,0.03940081,0.762114,2.42034006,4.26879552,1
116,128,122,115,123,-0.02672535,-0.1788308,-0.06597345,1.16171537,2.67039002,3.92303265,1
116,128,122,115,123,0.02474004,-0.11972959,0.01847867,1.10907328,3.11066938,3.65384011,1
116,128,122,115,123,-0.13347405,0.10522154,0.11713341,0.97507521,2.67397926,4.11565487,1
116,128,122,115,123,-0.30390546,0.17058412,-0.10949759,0.86979102,2.51126732,4.25683141,1
116,128,122,115,123,-0.13545937,0.10308351,-0.11071932,0.40677984,2.52203502,3.77587406,1
116,128,122,115,123,-0.10277808,0.03833179,-0.03145956,0.70827549,2.77567422,4.30468786,1
116,128,122,115,123,-0.08277224,0.10552697,-0.00794125,0.57547384,2.91924357,4.31665197,1
116,128,122,115,123,-0.22052235,0.15088371,-0.04627304,0.95114698,2.58903405,3.92901471,1
116,128,122,115,123,-0.18982637,0.27000244,-0.00778853,0.74656065,2.29950252,3.84406951,1
116,128,122,115,123,-0.12186762,0.21227567,-0.03665191,0.70468626,2.58544482,4.54397012,1
116,128,121,115,122,-0.15241088,0.12003502,-0.11071932,0.80398839,2.6895326,4.28075963,1
116,128,122,115,123,-0.12965615,0.20525072,-0.03359759,0.80039916,2.47298216,3.92183624,1
